company,title,salary,location,submit date,start date
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"220,000","PALO ALTO, CA",02/13/2023,04/03/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"220,000","PALO ALTO, CA",02/16/2023,02/28/2023
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER - APPLICATIONS,"134,500","DRAPER, UT",03/09/2022,03/22/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER - APPLICATIONS,"145,730","FREMONT, CA",03/04/2022,08/20/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER - APPLICATIONS,"150,068","FREMONT, CA",03/09/2022,03/22/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER - ENG,"173,932","PALO ALTO, CA",05/24/2024,10/01/2024
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER APPLICATIONS,"157,500","FREMONT, CA",02/09/2022,06/24/2022
TESLA INC,SENIOR SOFTWARE DEVELOPMENT ENGINEER MANUFACTURING TEST,"132,000","PALO ALTO, CA",06/29/2023,10/01/2023
TESLA INC,"SENIOR SOFTWARE DEVELOPMENT ENGINEER, APPLICATIONS","136,372","BELLEVUE, WA",05/06/2022,10/01/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"112,300","SPARKS, NV",02/11/2020,02/12/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"112,500","SPARKS, NV",06/26/2020,07/06/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"118,000","FREMONT, CA",01/14/2020,01/15/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"125,112","FREMONT, CA",04/29/2019,09/20/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"129,000","FREMONT, CA",10/05/2018,10/16/2018
TESLA INC,SENIOR SOFTWARE ENGINEER,"130,000","FREMONT, CA",02/04/2020,07/26/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"130,000","PALO ALTO, CA",07/17/2020,07/27/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"130,725","FREMONT, CA",11/07/2019,05/08/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"130,725","FREMONT, CA",11/14/2019,04/06/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"131,000","FREMONT, CA",02/25/2019,08/25/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"132,303","FREMONT, CA",01/17/2019,07/12/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"135,000","PALO ALTO, CA",06/08/2020,09/10/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"135,000","FREMONT, CA",06/19/2019,08/19/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"135,500","FREMONT, CA",02/06/2019,08/02/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"135,500","FREMONT, CA",06/24/2019,12/24/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"138,000","PALO ALTO, CA",02/20/2019,08/18/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"140,000","FREMONT, CA",07/20/2020,10/15/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"140,000","FREMONT, CA",11/01/2018,11/12/2018
TESLA INC,SENIOR SOFTWARE ENGINEER,"140,250","FREMONT, CA",03/02/2020,03/23/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"142,800","PALO ALTO, CA",05/15/2019,11/14/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"144,269","FREMONT, CA",08/28/2019,02/06/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"144,500","FREMONT, CA",07/10/2019,01/09/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"145,000","FREMONT, CA",03/16/2020,03/30/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"145,000","FREMONT, CA",10/26/2018,12/03/2018
TESLA INC,SENIOR SOFTWARE ENGINEER,"147,000","AUSTIN, TX",01/26/2022,02/08/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,000","AUSTIN, TX",06/07/2021,06/20/2021
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,000","FREMONT, CA",01/08/2019,01/21/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,000","FREMONT, CA",03/19/2020,04/13/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,000","FREMONT, CA",12/12/2019,12/25/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,000","FREMONT, CA",10/03/2018,01/07/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"150,800","PALO ALTO, CA",03/03/2020,09/02/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"152,880","PALO ALTO, CA",03/04/2019,08/18/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"153,000","FREMONT, CA",01/18/2022,01/31/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"153,000","FREMONT, CA",01/26/2022,02/08/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"153,000","FREMONT, CA",01/28/2022,02/10/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"153,000","AUSTIN, TX",03/10/2022,03/21/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"153,090","FREMONT, CA",06/14/2023,12/14/2023
TESLA INC,SENIOR SOFTWARE ENGINEER,"155,000","FREMONT, CA",09/06/2019,09/23/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"155,250","PALO ALTO, CA",03/18/2020,08/01/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"158,010","SAN JOSE, CA",05/21/2024,11/05/2024
TESLA INC,SENIOR SOFTWARE ENGINEER,"158,010","FREMONT, CA",05/21/2024,11/05/2024
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","FREMONT, CA",11/16/2021,12/06/2021
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","AUSTIN, TX",02/11/2022,02/22/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","PALO ALTO, CA",09/20/2019,10/01/2019
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","AUSTIN, TX",03/10/2022,03/23/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","AUSTIN, TX",04/04/2022,04/18/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","FREMONT, CA",12/19/2019,01/02/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"160,000","PALO ALTO, CA",10/23/2018,11/05/2018
TESLA INC,SENIOR SOFTWARE ENGINEER,"161,500","FREMONT, CA",07/13/2021,07/14/2021
TESLA INC,SENIOR SOFTWARE ENGINEER,"162,000","FREMONT, CA",03/19/2024,09/10/2024
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,000","FREMONT, CA",11/16/2021,12/06/2021
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,000","FREMONT, CA",05/31/2022,06/09/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,000","FREMONT, CA",02/16/2023,07/26/2023
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,000","PALO ALTO, CA",03/03/2020,09/02/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,920","PALO ALTO, CA",05/08/2023,05/08/2023
TESLA INC,SENIOR SOFTWARE ENGINEER,"165,920","PALO ALTO, CA",06/09/2023,10/12/2023
TESLA INC,SENIOR SOFTWARE ENGINEER,"175,000","FREMONT, CA",03/29/2022,04/11/2022
TESLA INC,SENIOR SOFTWARE ENGINEER,"180,000","PALO ALTO, CA",03/19/2020,04/13/2020
TESLA INC,SENIOR SOFTWARE ENGINEER,"185,000","FREMONT, CA",04/18/2022,04/27/2022
TESLA INC,SENIOR SOFTWARE ENGINEER - FRONT END,"145,000","FREMONT, CA",10/11/2018,10/22/2018
TESLA INC,SENIOR SOFTWARE ENGINEER MOBILE ROBOT ENGINEERING,"148,000","PALO ALTO, CA",02/28/2020,08/07/2020
TESLA INC,SENIOR SOFTWARE ENGINEER MOBILE ROBOT ENGINEERING,"148,000","PALO ALTO, CA",07/01/2020,07/01/2020
TESLA INC,"SENIOR SOFTWARE ENGINEER, MOBILE ROBOT ENGINEERING","148,000","PALO ALTO, CA",01/15/2019,01/16/2019
TESLA INC,"SENIOR SOFTWARE ENGINEER, SECURITY ENGINEERING","175,000","AUSTIN, TX",03/06/2023,03/20/2023
TESLA INC,"SENIOR SOFTWARE ENGINEER, SECURITY ENGINEERING","175,000","BELLEVUE, WA",04/13/2023,05/01/2023
TESLA INC,SENIOR SOFTWARE INTEGRATION ENGINEER,"135,000","PALO ALTO, CA",12/10/2018,01/02/2019
TESLA INC,SENIOR SOFTWARE INTEGRATION ENGINEER,"137,681","PALO ALTO, CA",02/18/2020,07/24/2020
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"125,362","FREMONT, CA",09/10/2021,02/16/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"135,000","FREMONT, CA",12/20/2022,01/03/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"138,621","FREMONT, CA",08/12/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"147,000","FREMONT, CA",05/13/2022,05/16/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"147,200","FREMONT, CA",04/21/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"150,520","FREMONT, CA",03/27/2023,03/28/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"151,690","FREMONT, CA",07/20/2023,12/28/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"156,240","FREMONT, CA",10/19/2022,03/04/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"160,000","AUSTIN, TX",10/26/2022,11/01/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"160,000","FREMONT, CA",04/13/2023,05/01/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"160,000","AUSTIN, TX",04/27/2023,05/08/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"165,000","BELLEVUE, WA",10/11/2022,10/17/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"165,000","AUSTIN, TX",04/19/2023,05/01/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"170,000","AUSTIN, TX",07/11/2022,07/15/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"170,000","FREMONT, CA",12/19/2022,01/03/2023
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"170,000","FREMONT, CA",09/15/2021,09/29/2021
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"170,000","AUSTIN, TX",11/28/2022,12/05/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"170,000","FREMONT, CA",11/29/2022,12/06/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"172,000","FREMONT, CA",05/18/2022,05/31/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"175,000","FREMONT, CA",10/28/2022,11/01/2022
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"175,000","FREMONT, CA",08/27/2021,09/09/2021
TESLA INC,SENIOR SOFTWARE PRODUCT MANAGER,"185,000","FREMONT, CA",12/09/2022,12/19/2022
TESLA INC,SENIOR SOFTWARE PROJECT MANAGER,"135,000","FREMONT, CA",12/12/2022,12/19/2022
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"126,000","FREMONT, CA",05/21/2020,06/03/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"128,000","FREMONT, CA",12/10/2019,01/06/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"140,000","FREMONT, CA",10/13/2020,10/26/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"140,000","FREMONT, CA",03/31/2020,04/13/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"150,000","FREMONT, CA",09/29/2020,10/09/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"150,000","FREMONT, CA",08/31/2020,09/14/2020
TESLA INC,SENIOR SOFTWARE QA ENGINEER,"170,000","FREMONT, CA",06/03/2024,10/01/2024
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"113,000","FREMONT, CA",03/19/2019,09/10/2019
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"120,250","FREMONT, CA",12/23/2019,04/21/2020
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"121,000","BELLEVUE, WA",06/17/2021,10/15/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"122,364","AUSTIN, TX",04/21/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"123,310","BELLEVUE, WA",03/04/2022,03/18/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"125,758","FREMONT, CA",04/29/2021,05/10/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"128,000","FREMONT, CA",04/21/2020,10/01/2020
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"128,558","FREMONT, CA",04/29/2021,05/10/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"129,168","AUSTIN, TX",05/25/2023,06/12/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"131,445","FREMONT, CA",02/16/2021,08/10/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"133,682","FREMONT, CA",03/15/2021,09/11/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"135,000","FREMONT, CA",07/12/2021,01/06/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"136,931","FREMONT, CA",04/10/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"137,020","PALO ALTO, CA",02/27/2023,03/27/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"137,573","FREMONT, CA",05/05/2022,05/05/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"137,826","FREMONT, CA",11/23/2021,12/13/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"138,850","FREMONT, CA",04/27/2022,04/28/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"139,253","FREMONT, CA",03/19/2021,08/27/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"140,000","AUSTIN, TX",12/22/2021,01/05/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"141,690","FREMONT, CA",04/13/2022,04/27/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"141,690","FREMONT, CA",05/09/2022,05/09/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"141,978","FREMONT, CA",05/03/2023,10/01/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"144,850","FREMONT, CA",06/10/2022,11/11/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"145,000","SANTA CLARA, CA",07/29/2021,08/12/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"145,000","PALO ALTO, CA",08/17/2021,08/23/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"145,000","PALO ALTO, CA",08/04/2021,08/12/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"145,000","FREMONT, CA",08/10/2021,08/16/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",10/31/2022,11/07/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",08/26/2021,09/09/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","PALO ALTO, CA",11/23/2021,01/17/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",04/21/2022,05/04/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",06/07/2021,06/15/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",03/01/2021,04/01/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",01/05/2023,01/16/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",08/09/2021,08/23/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"150,000","FREMONT, CA",11/05/2021,11/19/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"152,000","PALO ALTO, CA",07/13/2023,01/02/2024
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"153,101","FREMONT, CA",05/20/2022,06/02/2022
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"153,990","FREMONT, CA",06/07/2023,11/02/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"154,408","FREMONT, CA",05/02/2023,09/14/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"157,305","FREMONT, CA",06/01/2023,10/26/2023
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"160,000","FREMONT, CA",10/20/2021,11/01/2021
TESLA INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"160,515","FREMONT, CA",05/02/2023,09/14/2023
TESLA INC,SENIOR SOFTWARE SUPPORT ENGINEER,"127,500","FREMONT, CA",06/06/2022,08/27/2022
TESLA INC,SENIOR SOFTWARE SYSTEM ENGINEER,"130,000","DRAPER, UT",04/22/2021,10/01/2021
TESLA INC,SENIOR SOFTWARE SYSTEMS ENGINEER,"151,050","AUSTIN, TX",06/02/2022,06/16/2022
TESLA INC,SENIOR SOFTWARE SYSTEMS ENGINEER,"152,880","FREMONT, CA",05/31/2022,05/31/2022
TESLA INC,SENIOR SOLAR PRODUCT ENGINEER,"156,580","PALO ALTO, CA",03/17/2023,08/17/2023
TESLA INC,SENIOR SOURCING ENGINEER,"130,000","FREMONT, CA",04/24/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"130,548","FREMONT, CA",05/06/2022,10/01/2022
TESLA INC,SENIOR SOURCING ENGINEER,"130,548","FREMONT, CA",06/03/2022,10/01/2022
TESLA INC,SENIOR SOURCING ENGINEER,"130,548","FREMONT, CA",06/03/2022,10/01/2022
TESLA INC,SENIOR SOURCING ENGINEER,"133,965","PALO ALTO, CA",04/14/2023,05/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"133,965","PALO ALTO, CA",04/17/2023,04/24/2023
TESLA INC,SENIOR SOURCING ENGINEER,"134,432","FREMONT, CA",05/09/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"134,646","FREMONT, CA",06/09/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"135,000","FREMONT, CA",05/05/2022,05/20/2022
TESLA INC,SENIOR SOURCING ENGINEER,"135,000","PALO ALTO, CA",03/13/2023,03/27/2023
TESLA INC,SENIOR SOURCING ENGINEER,"135,000","PALO ALTO, CA",03/31/2023,04/10/2023
TESLA INC,SENIOR SOURCING ENGINEER,"135,241","FREMONT, CA",11/20/2023,01/18/2024
TESLA INC,SENIOR SOURCING ENGINEER,"135,460","FREMONT, CA",04/21/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"135,821","PALO ALTO, CA",04/21/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"138,471","PALO ALTO, CA",07/21/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"140,000","FREMONT, CA",11/23/2022,12/05/2022
TESLA INC,SENIOR SOURCING ENGINEER,"142,600","PALO ALTO, CA",08/08/2022,02/05/2023
TESLA INC,SENIOR SOURCING ENGINEER,"144,144","PALO ALTO, CA",05/01/2023,05/08/2023
TESLA INC,SENIOR SOURCING ENGINEER,"145,000","PALO ALTO, CA",08/30/2022,09/12/2022
TESLA INC,SENIOR SOURCING ENGINEER,"145,000","PALO ALTO, CA",04/25/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"145,800","PALO ALTO, CA",05/17/2023,10/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"150,000","FREMONT, CA",01/24/2022,02/07/2022
TESLA INC,SENIOR SOURCING ENGINEER,"150,000","PALO ALTO, CA",03/09/2023,03/20/2023
TESLA INC,SENIOR SOURCING ENGINEER,"155,250","PALO ALTO, CA",07/20/2023,09/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"160,000","FREMONT, CA",11/04/2022,11/14/2022
TESLA INC,SENIOR SOURCING ENGINEER,"160,000","PALO ALTO, CA",05/01/2023,05/15/2023
TESLA INC,SENIOR SOURCING ENGINEER,"160,000","PALO ALTO, CA",01/27/2023,02/01/2023
TESLA INC,SENIOR SOURCING ENGINEER,"165,000","PALO ALTO, CA",04/07/2023,04/20/2023
TESLA INC,SENIOR SOURCING ENGINEERING,"135,000","FREMONT, CA",05/06/2022,08/24/2022
TESLA INC,SENIOR STAFF ANALYST,"212,499","SAN JOSE, CA",10/25/2023,02/05/2024
TESLA INC,SENIOR STAFF AUTOPILOT DISTRIBUTED SYSTEMS ENGINEER,"280,000","PALO ALTO, CA",11/08/2022,11/14/2022
TESLA INC,SENIOR STAFF AUTOPILOT SOFTWARE,"212,000","PALO ALTO, CA",05/11/2022,10/01/2022
TESLA INC,SENIOR STAFF AUTOPILOT SOFTWARE ENGINEER,"212,000","PALO ALTO, CA",05/18/2022,10/01/2022
TESLA INC,SENIOR STAFF AUTOPILOT SOFTWARE ENGINEER,"232,848","PALO ALTO, CA",08/10/2022,12/17/2022
TESLA INC,SENIOR STAFF AVAYA IVR CONTACT CENTER ENGINEER,"187,207","AUSTIN, TX",10/22/2021,11/01/2021
TESLA INC,SENIOR STAFF BUSINESS PROCESS ANALYST,"170,955","FREMONT, CA",09/27/2023,03/22/2024
TESLA INC,SENIOR STAFF CONTENT PRODUCER,"143,800","FREMONT, CA",09/14/2020,03/15/2021
TESLA INC,SENIOR STAFF CONTENT PRODUCER,"150,000","FREMONT, CA",02/08/2022,04/07/2022
TESLA INC,SENIOR STAFF CONTENT PRODUCER,"169,560","FREMONT, CA",11/03/2023,04/15/2024
TESLA INC,SENIOR STAFF DATA ENGINEER,"188,000","FREMONT, CA",01/10/2022,05/16/2022
TESLA INC,SENIOR STAFF DATA ENGINEER,"188,000","FREMONT, CA",03/03/2022,05/16/2022
TESLA INC,SENIOR STAFF DATA ENGINEER,"195,000","FREMONT, CA",07/15/2021,08/09/2021
TESLA INC,SENIOR STAFF DATA ENGINEER,"201,000","FREMONT, CA",07/26/2022,01/05/2023
TESLA INC,SENIOR STAFF DATA ENGINEER,"201,760","FREMONT, CA",12/03/2021,12/15/2021
TESLA INC,SENIOR STAFF DATA ENGINEER,"205,000","FREMONT, CA",10/27/2020,11/16/2020
TESLA INC,SENIOR STAFF DATA ENGINEER,"269,235","AUSTIN, TX",12/19/2022,01/05/2023
TESLA INC,SENIOR STAFF DATA SCIENTIST,"157,000","FREMONT, CA",04/09/2019,09/12/2019
TESLA INC,SENIOR STAFF DEMAND PLANNER,"131,675","FREMONT, CA",04/08/2020,04/08/2020
TESLA INC,SENIOR STAFF DEMAND PLANNER,"131,675","FREMONT, CA",06/29/2020,07/01/2020
TESLA INC,SENIOR STAFF ELECTRONIC DESIGN ENGINEER,"148,113","DENVER, CO",08/15/2023,08/16/2023
TESLA INC,SENIOR STAFF ELECTRONIC DESIGN ENGINEER,"195,000","PALO ALTO, CA",02/11/2020,05/22/2020
TESLA INC,SENIOR STAFF ENVIRONMENTAL HEALTH AND SAFETY SPECIALIST,"153,000","FREMONT, CA",08/24/2022,11/14/2022
TESLA INC,SENIOR STAFF FINANCIAL ANALYST,"140,000","SPARKS, NV",09/18/2020,10/01/2020
TESLA INC,SENIOR STAFF GLOBAL DEMAND PLANNER,"195,906","FREMONT, CA",03/03/2023,07/01/2023
TESLA INC,SENIOR STAFF HARDWARE DESIGN ENGINEER,"212,118","PALO ALTO, CA",05/30/2023,10/01/2023
TESLA INC,SENIOR STAFF HARDWARE DESIGN ENGINEER,"222,750","AUSTIN, TX",12/14/2021,12/28/2021
TESLA INC,SENIOR STAFF HARDWARE DESIGN ENGINEER,"225,000","PALO ALTO, CA",06/11/2021,11/12/2021
TESLA INC,SENIOR STAFF HARDWARE DESIGN ENGINEER,"261,828","PALO ALTO, CA",04/13/2023,09/21/2023
TESLA INC,SENIOR STAFF HARDWARE ENGINEER,"215,000","PALO ALTO, CA",08/20/2021,09/15/2021
TESLA INC,SENIOR STAFF HARDWARE ENGINEER,"215,000","PALO ALTO, CA",04/26/2022,09/14/2022
TESLA INC,SENIOR STAFF HARDWARE ENGINEER,"231,000","PALO ALTO, CA",03/23/2020,09/21/2020
TESLA INC,SENIOR STAFF MANUFACTURING CONTROLS DEV ENGINEER,"175,100","FREMONT, CA",03/08/2020,07/01/2020
TESLA INC,SENIOR STAFF MANUFACTURING CONTROLS DEVELOPMENT ENGINEER,"216,000","AUSTIN, TX",04/21/2023,10/01/2023
TESLA INC,SENIOR STAFF MANUFACTURING CONTROLS ENGINEER,"175,000","FREMONT, CA",02/18/2022,08/20/2022
TESLA INC,SENIOR STAFF MANUFACTURING CONTROLS ENGINEER,"180,000","FREMONT, CA",03/04/2021,08/25/2021
TESLA INC,SENIOR STAFF MANUFACTURING CONTROLS ENGINEER,"202,800","FREMONT, CA",02/23/2022,08/24/2022
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"164,850","FREMONT, CA",10/16/2019,11/26/2019
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"176,310","FREMONT, CA",05/10/2021,10/25/2021
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"176,310","FREMONT, CA",05/13/2021,06/15/2021
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"185,000","LATHROP, CA",03/08/2019,09/01/2019
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"185,595","FREMONT, CA",11/15/2022,11/21/2022
TESLA INC,SENIOR STAFF MANUFACTURING ENGINEER,"220,000","FREMONT, CA",09/19/2022,11/01/2022
TESLA INC,SENIOR STAFF MANUFACTURING EQUIPMENT ENGINEER,"190,000","FREMONT, CA",05/04/2023,10/01/2023
TESLA INC,SENIOR STAFF MANUFACTURING EQUIPMENT ENGINEER,"198,591","AUSTIN, TX",11/23/2021,12/20/2021
TESLA INC,SENIOR STAFF MATERIALS ENGINEER,"163,000","AUSTIN, TX",09/08/2021,01/01/2022
TESLA INC,SENIOR STAFF MATERIALS ENGINEER,"194,000","AUSTIN, TX",03/07/2023,06/26/2023
TESLA INC,SENIOR STAFF MECHANICAL DESIGN ENGINEER,"152,947","SPARKS, NV",10/11/2021,10/11/2021
TESLA INC,SENIOR STAFF MECHANICAL DESIGN ENGINEER,"156,900","PALO ALTO, CA",04/01/2020,10/01/2020
TESLA INC,SENIOR STAFF MECHANICAL DESIGN ENGINEER,"169,000","PALO ALTO, CA",07/08/2020,08/01/2020
TESLA INC,SENIOR STAFF MECHANICAL DESIGN ENGINEER,"169,941","PALO ALTO, CA",02/10/2022,02/10/2022
