company,title,salary,location,submit date,start date
24M TECHNOLOGIES INC,ASSOCIATE PROCESS ENGINER,"72,000","CAMBRIDGE, MA",03/29/2021,09/17/2021
24M TECHNOLOGIES INC,BATTERY ENGINEER,"82,000","CAMBRIDGE, MA",02/25/2019,08/14/2019
24M TECHNOLOGIES INC,BATTERY ENGINEER,"82,000","CAMBRIDGE, MA",03/15/2019,08/14/2019
24M TECHNOLOGIES INC,BATTERY ENGINEER,"100,000","CAMBRIDGE, MA",02/27/2020,08/14/2020
24M TECHNOLOGIES INC,BATTERY ENGINEER,"115,000","CAMBRIDGE, MA",03/23/2022,08/01/2022
24M TECHNOLOGIES INC,PROCESS ENGINEER,"90,000","CAMBRIDGE, MA",03/23/2022,08/01/2022
24M TECHNOLOGIES INC,SENIOR PROCESS ENGINEER,"110,000","CAMBRIDGE, MA",03/23/2022,08/01/2022
A123,SENIOR SYSTEMS TEST ENGINEER,"110,000","LIVONIA, MI",10/25/2018,11/26/2018
A123 SYSTEMS LLC,A-SAMPLE CELL ASSOCIATE PROGRAM MANAGER,"65,200","LIVONIA, MI",03/14/2018,09/01/2018
A123 SYSTEMS LLC,ACCOUNT MANAGER,"75,000","NOVI, MI",11/09/2021,11/22/2021
A123 SYSTEMS LLC,ADVANCE MANUFACTURING PROGRAM PROCESS ENGINEER,"88,000","ROMULUS, MI",04/29/2014,05/01/2014
A123 SYSTEMS LLC,ALGORITHM DEVELOPMENT ENGINEER,"80,000","LIVONIA, MI",03/13/2019,09/01/2019
A123 SYSTEMS LLC,ALGORITHM DEVELOPMENT ENGINEER,"83,000","NOVI, MI",03/30/2021,09/01/2021
A123 SYSTEMS LLC,ALGORITHM DEVELOPMENT ENGINEER,"90,000","NOVI, MI",03/04/2020,08/01/2020
A123 SYSTEMS LLC,ALGORITHM DEVELOPMENT ENGINEER,"107,659","NOVI, MI",08/16/2021,08/23/2021
A123 SYSTEMS LLC,ALGORITHM DEVELOPMENT ENGINEER,"112,507","NOVI, MI",03/30/2022,08/01/2022
A123 SYSTEMS LLC,APPLICATIONS ENGINEER,"80,000","LIVONIA, MI",12/06/2018,01/14/2019
A123 SYSTEMS LLC,APPLICATIONS ENGINEER,"95,000","LIVONIA, MI",06/06/2019,07/15/2019
A123 SYSTEMS LLC,APPLICATIONS ENGINEER,"100,000","LIVONIA, MI",03/06/2019,04/01/2019
A123 SYSTEMS LLC,APPLICATIONS MODELING SCIENTIST,"96,200","WALTHAM, MA",03/13/2017,09/01/2017
A123 SYSTEMS LLC,ASSOCIATE ELECTRICAL HARDWARE ENGINEER,"68,800","LIVONIA, MI",03/21/2017,09/15/2017
A123 SYSTEMS LLC,ASSOCIATE ENGINEER,"67,200","WALTHAM, MA",03/20/2018,09/01/2018
A123 SYSTEMS LLC,ASSOCIATE ENGINEER,"70,000","LIVONIA, MI",03/16/2017,09/10/2017
A123 SYSTEMS LLC,ASSOCIATE ENGINEER,"70,000","LIVONIA, MI",03/17/2017,09/15/2017
A123 SYSTEMS LLC,ASSOCIATE ENGINEER,"70,000","LIVONIA, MI",03/16/2018,09/01/2018
A123 SYSTEMS LLC,ASSOCIATE PROGRAM MANAGER,"82,000","LIVONIA, MI",12/02/2016,01/02/2017
A123 SYSTEMS LLC,"ASSOCIATE PROGRAM MANAGER, A-SAMPLE NBO","69,000","LIVONIA, MI",03/20/2017,09/15/2017
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"65,000","WALTHAM, MA",03/14/2018,09/01/2018
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"68,744","WALTHAM, MA",03/16/2018,09/01/2018
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/15/2019,09/04/2019
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/15/2019,09/04/2019
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/04/2020,08/15/2020
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/04/2020,08/15/2020
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,574","WALTHAM, MA",03/15/2019,09/10/2019
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"70,800","ROMULUS, MI",03/15/2019,09/01/2019
A123 SYSTEMS LLC,ASSOCIATE RESEARCH ENGINEER,"71,100","WALTHAM, MA",03/18/2019,09/01/2019
A123 SYSTEMS LLC,ASSOCIATE SOFTWARE ENGINEER,"65,000","NOVI, MI",03/30/2021,09/01/2021
A123 SYSTEMS LLC,ASSOCIATE SOFTWARE ENGINEER,"72,000","LIVONIA, MI",03/16/2017,09/05/2017
A123 SYSTEMS LLC,BATTERY MANAGEMENT SYSTEMS ENGINEER,"88,000","LIVONIA, MI",11/30/2016,12/12/2016
A123 SYSTEMS LLC,BATTERY MODULE ENGINEERING MANAGER,"102,600","LIVONIA, MI",03/12/2014,08/15/2014
A123 SYSTEMS LLC,BATTERY SIMULATION ENGINEER,"80,000","LIVONIA, MI",03/12/2015,09/01/2015
A123 SYSTEMS LLC,BATTERY SIMULATION ENGINEER,"83,000","LIVONIA, MI",03/22/2019,09/01/2019
A123 SYSTEMS LLC,BATTERY SIMULATION ENGINEER,"83,000","LIVONIA, MI",03/22/2019,09/01/2019
A123 SYSTEMS LLC,BATTERY SIMULATION ENGINEER,"88,000","LIVONIA, MI",03/20/2018,09/01/2018
A123 SYSTEMS LLC,BATTERY SIMULATION ENGINEER,"97,300","NOVI, MI",03/05/2021,03/16/2021
A123 SYSTEMS LLC,CAPACITY PLANNER,"82,000","NOVI, MI",04/14/2020,05/04/2020
A123 SYSTEMS LLC,CELL DESIGN AND FAILURE ANALYSIS ENGINEER,"100,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,CELL DESIGN ENGINEER,"90,000","WALTHAM, MA",03/18/2019,09/01/2019
A123 SYSTEMS LLC,CELL DESIGN ENGINEER,"100,000","WALTHAM, MA",03/15/2019,09/12/2019
A123 SYSTEMS LLC,CELL DESIGN ENGINEER,"100,000","WALTHAM, MA",03/06/2019,09/03/2019
A123 SYSTEMS LLC,CELL DESIGN ENGINEER,"100,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,CELL DESIGN ENGINEER,"100,000","WALTHAM, MA",03/04/2020,08/15/2020
A123 SYSTEMS LLC,CELL REQUIREMENTS ENGINEER,"81,000","WALTHAM, MA",03/16/2018,09/01/2018
A123 SYSTEMS LLC,CONTROLS ENGINEER,"86,900","ROMULUS, MI",10/07/2014,11/02/2014
A123 SYSTEMS LLC,CUSTOM PROGRAM MANAGER,"100,942","NOVI, MI",03/30/2022,08/01/2022
A123 SYSTEMS LLC,CUSTOMER PROGRAM MANAGER,"78,000","NOVI, MI",03/29/2021,04/05/2021
A123 SYSTEMS LLC,DEVELOPMENT ENGINEER,"75,000","WALTHAM, MA",12/08/2017,12/18/2017
A123 SYSTEMS LLC,ELECTROLYTE SCIENTIST,"100,984","WALTHAM, MA",03/13/2015,09/01/2015
A123 SYSTEMS LLC,ENGINEERING PROJECT COORDINATOR,"70,000","NOVI, MI",03/04/2020,08/15/2020
A123 SYSTEMS LLC,FEA ENGINEER,"112,507","NOVI, MI",03/15/2022,04/04/2022
A123 SYSTEMS LLC,FINITE ELEMENT ANALYSIS ENGINEER,"95,000","LIVONIA, MI",11/17/2017,01/02/2018
A123 SYSTEMS LLC,FUNCTIONAL SAFETY ENGINEER,"67,850","NOVI, MI",04/22/2021,09/01/2021
A123 SYSTEMS LLC,FUNCTIONAL SAFETY ENGINEER,"90,000","NOVI, MI",10/07/2020,02/07/2021
A123 SYSTEMS LLC,FUNCTIONAL SAFETY ENGINEER,"100,000","LIVONIA, MI",01/19/2018,02/19/2018
A123 SYSTEMS LLC,INTERNATIONAL RELATIONSHIP ASSOCIATE,"65,000","LIVONIA, MI",02/14/2018,03/01/2018
A123 SYSTEMS LLC,LEAD SOFTWARE ENGINEER,"104,599","NOVI, MI",12/18/2020,01/11/2021
A123 SYSTEMS LLC,LEAD SYSTEMS ENGINEER,"125,000","LIVONIA, MI",06/24/2019,12/10/2019
A123 SYSTEMS LLC,LEAD TEST DEVELOPMENT ENGINEER,"105,447","NOVI, MI",10/25/2019,11/18/2019
A123 SYSTEMS LLC,MANUFACTURING MANAGER,"112,000","LIVONIA, MI",03/17/2017,05/01/2017
A123 SYSTEMS LLC,MANUFACTURING MANAGER,"112,000","LIVONIA, MI",03/17/2017,05/01/2017
A123 SYSTEMS LLC,MATERIALS ENGINEER,"98,000","NOVI, MI",03/04/2020,08/15/2020
A123 SYSTEMS LLC,MECHANICAL DEVELOPMENT ENGINEER,"90,000","LIVONIA, MI",02/16/2017,02/27/2017
A123 SYSTEMS LLC,MECHANICAL DEVELOPMENT ENGINEER,"90,000","LIVONIA, MI",02/16/2017,02/20/2017
A123 SYSTEMS LLC,MECHANICAL DEVELOPMENT ENGINEER,"90,000","LIVONIA, MI",01/19/2018,01/19/2018
A123 SYSTEMS LLC,MECHANICAL ENGINEER,"82,000","LIVONIA, MI",03/16/2017,09/15/2017
A123 SYSTEMS LLC,MECHANICAL ENGINEER,"86,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,MODULE DEVELOPMENT ENGINEEER,"80,000","LIVONIA, MI",03/23/2018,04/30/2018
A123 SYSTEMS LLC,PILOT MANUFACTURING ENGINEER,"100,000","WALTHAM, MA",06/20/2019,07/08/2019
A123 SYSTEMS LLC,PRINCIPAL ENGINEER,"102,600","LIVONIA, MI",03/08/2013,03/29/2013
A123 SYSTEMS LLC,PRINCIPAL SOFTWARE ENGINEER,"110,000","LIVONIA, MI",03/16/2017,04/03/2017
A123 SYSTEMS LLC,PRINCIPAL SOFTWARE ENGINEER,"110,000","LIVONIA, MI",06/05/2018,07/16/2018
A123 SYSTEMS LLC,PRODUCT DEVELOPMENT ENGINEER,"79,643","LIVONIA, MI",03/05/2015,09/01/2015
A123 SYSTEMS LLC,PRODUCT DEVELOPMENT ENGINEER,"79,643","LIVONIA, MI",03/05/2015,09/01/2015
A123 SYSTEMS LLC,PRODUCT DEVELOPMENT ENGINEER,"90,000","LIVONIA, MI",01/19/2018,01/19/2018
A123 SYSTEMS LLC,PRODUCT DEVELOPMENT ENGINEER MECHANICAL ENGINEER,"93,808","WALTHAM, MA",11/17/2017,12/04/2017
A123 SYSTEMS LLC,PROGRAM MANAGER,"95,000","LIVONIA, MI",12/11/2018,01/25/2019
A123 SYSTEMS LLC,PROGRAM MANAGER,"110,000","LIVONIA, MI",10/24/2014,11/03/2014
A123 SYSTEMS LLC,"PROGRAM MANAGER, A-SAMPLE CELL ASSOCIATE","68,370","LIVONIA, MI",03/17/2017,09/15/2017
A123 SYSTEMS LLC,PROGRAM PURCHASING LEAD PPL,"81,000","LIVONIA, MI",08/19/2019,09/01/2019
A123 SYSTEMS LLC,QUALITY ENGINEER,"70,100","LIVONIA, MI",03/15/2016,09/10/2016
A123 SYSTEMS LLC,QUALITY ENGINEER,"70,500","LIVONIA, MI",02/26/2015,08/15/2015
A123 SYSTEMS LLC,R&D IMPLEMENTATION MANAGER,"101,000","WALTHAM, MA",03/04/2020,08/15/2020
A123 SYSTEMS LLC,REQUIREMENTS ENGINEER,"82,000","WALTHAM, MA",03/15/2019,09/04/2019
A123 SYSTEMS LLC,RESEARCH ENGINEER,"70,000","ROMULUS, MI",03/15/2019,09/10/2019
A123 SYSTEMS LLC,RESEARCH ENGINEER,"70,000","NOVI, MI",03/04/2020,08/15/2020
A123 SYSTEMS LLC,RESEARCH ENGINEER,"70,000","WALTHAM, MA",03/06/2020,09/01/2020
A123 SYSTEMS LLC,RESEARCH ENGINEER,"70,750","WALTHAM, MA",05/16/2019,06/03/2019
A123 SYSTEMS LLC,RESEARCH ENGINEER,"71,000","WALTHAM, MA",03/14/2019,09/01/2019
A123 SYSTEMS LLC,RESEARCH ENGINEER,"81,224","WALTHAM, MA",03/18/2019,09/17/2019
A123 SYSTEMS LLC,RESEARCH ENGINEER,"81,540","WALTHAM, MA",09/13/2021,10/01/2021
A123 SYSTEMS LLC,RESEARCH SCIENTIST,"103,000","WALTHAM, MA",03/14/2019,09/01/2019
A123 SYSTEMS LLC,RESEARCH SCIENTIST,"105,643","WALTHAM, MA",03/23/2022,08/01/2022
A123 SYSTEMS LLC,RESEARCH SCIENTIST â LI ANODES,"105,643","WALTHAM, MA",03/23/2022,08/01/2022
A123 SYSTEMS LLC,RESEARCH SCIENTIST- CATHODE,"100,000","WALTHAM, MA",03/12/2018,09/01/2018
A123 SYSTEMS LLC,SENIOR ADVANCED QUALITY ENGINEER,"100,000","LIVONIA, MI",12/05/2018,01/07/2019
A123 SYSTEMS LLC,SENIOR ADVANCED QUALITY ENGINEER,"105,000","LIVONIA, MI",12/07/2018,01/07/2019
A123 SYSTEMS LLC,SENIOR APPLICATIONS ENGINEER,"110,000","LIVONIA, MI",08/27/2019,09/23/2019
A123 SYSTEMS LLC,SENIOR APPLICATIONS ENGINEER,"115,000","LIVONIA, MI",04/01/2019,04/22/2019
A123 SYSTEMS LLC,SENIOR APPLICATIONS ENGINEER,"120,000","LIVONIA, MI",09/26/2018,10/22/2018
A123 SYSTEMS LLC,SENIOR APPLICATIONS ENGINEER,"125,000","NOVI, MI",04/06/2022,07/23/2022
A123 SYSTEMS LLC,SENIOR CELL DEVELOPMENT ENGINEER,"120,000","WALTHAM, MA",03/04/2020,08/01/2020
A123 SYSTEMS LLC,SENIOR CELL DEVELOPMENT ENGINEER,"140,000","WALTHAM, MA",03/23/2022,08/01/2022
A123 SYSTEMS LLC,SENIOR ELECTRICAL HARDWARE ENGINEER,"109,200","NOVI, MI",10/23/2019,11/15/2019
A123 SYSTEMS LLC,SENIOR FUNCTIONAL SAFETY ENGINEER,"112,507","NOVI, MI",02/10/2022,07/05/2022
A123 SYSTEMS LLC,SENIOR MECHANICAL ENGINEER,"110,000","NOVI, MI",11/11/2021,12/01/2021
A123 SYSTEMS LLC,SENIOR PCB DESIGNER,"100,000","NOVI, MI",08/09/2021,09/01/2021
A123 SYSTEMS LLC,SENIOR PCB DESIGNER,"100,000","LIVONIA, MI",05/01/2019,05/27/2019
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"98,200","LIVONIA, MI",10/14/2014,10/14/2014
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"100,000","LIVONIA, MI",03/13/2017,09/01/2017
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"100,000","LIVONIA, MI",02/16/2017,02/27/2017
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"107,000","NOVI, MI",10/28/2019,02/27/2020
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"115,500","NOVI, MI",07/27/2021,08/16/2021
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"120,000","NOVI, MI",05/04/2020,09/02/2020
A123 SYSTEMS LLC,SENIOR SOFTWARE ENGINEER,"120,000","LIVONIA, MI",05/15/2019,06/10/2019
A123 SYSTEMS LLC,SENIOR SOFTWARE VALIDATION ENGINEER,"105,000","NOVI, MI",11/01/2019,03/20/2020
A123 SYSTEMS LLC,SENIOR SOFTWARE VALIDATION ENGINEER,"105,000","LIVONIA, MI",03/16/2017,03/20/2017
A123 SYSTEMS LLC,SENIOR SYSTEMS ENGINEER,"105,000","LIVONIA, MI",02/28/2017,03/06/2017
A123 SYSTEMS LLC,SENIOR SYSTEMS ENGINEER,"110,000","LIVONIA, MI",05/09/2018,05/28/2018
A123 SYSTEMS LLC,SENIOR SYSTEMS ENGINEER,"120,000","LIVONIA, MI",09/05/2019,09/12/2019
A123 SYSTEMS LLC,SENIOR SYSTEMS ENGINEER,"125,000","LIVONIA, MI",01/11/2017,01/25/2017
A123 SYSTEMS LLC,SENIOR SYSTEMS TEST ENGINEER,"110,000","LIVONIA, MI",10/29/2018,11/26/2018
A123 SYSTEMS LLC,SENIOR THERMAL ENGINEER,"110,200","LIVONIA, MI",07/25/2018,09/01/2018
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"83,700","NOVI, MI",10/22/2019,11/25/2019
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"83,700","NOVI, MI",10/22/2019,11/04/2019
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"83,700","NOVI, MI",03/25/2021,09/01/2021
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"90,000","NOVI, MI",10/31/2019,12/14/2019
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"95,000","NOVI, MI",05/19/2021,07/01/2021
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"96,000","NOVI, MI",04/08/2021,04/26/2021
A123 SYSTEMS LLC,SOFTWARE ENGINEER,"100,000","LIVONIA, MI",12/04/2018,01/07/2019
A123 SYSTEMS LLC,SOFTWARE ENGINEER - INTERNAL TOOLS,"112,736","NOVI, MI",04/05/2022,09/01/2022
A123 SYSTEMS LLC,SOFTWARE ENGINEER-INTERNAL TOOLS,"110,000","LIVONIA, MI",06/06/2019,09/01/2019
A123 SYSTEMS LLC,SOFTWARE PROJECT LEAD,"120,000","LIVONIA, MI",06/06/2019,06/17/2019
A123 SYSTEMS LLC,SOFTWARE REQUIREMENTS ENGINEER,"100,000","LIVONIA, MI",03/15/2019,09/05/2019
A123 SYSTEMS LLC,SOFTWARE TEST ENGINEER,"85,000","NOVI, MI",11/01/2019,12/02/2019
A123 SYSTEMS LLC,SOFTWARE VALIDATION ENGINEER,"68,200","LIVONIA, MI",03/13/2019,09/10/2019
A123 SYSTEMS LLC,SOFTWARE VALIDATION ENGINEER,"80,000","NOVI, MI",03/04/2020,08/15/2020
A123 SYSTEMS LLC,SOFWARE ENGINEER,"80,000","NOVI, MI",03/30/2022,08/01/2022
A123 SYSTEMS LLC,SYSTEM QUALITY ENGINEER,"90,000","LIVONIA, MI",05/01/2019,05/27/2019
A123 SYSTEMS LLC,SYSTEM TEST ENGINEER,"80,000","LIVONIA, MI",03/22/2019,09/01/2019
A123 SYSTEMS LLC,SYSTEM TEST ENGINEER,"81,000","NOVI, MI",03/04/2020,08/15/2020
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"70,000","LIVONIA, MI",03/15/2018,09/01/2018
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"81,000","NOVI, MI",03/04/2020,08/01/2020
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"90,000","NOVI, MI",03/30/2022,08/01/2022
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"90,000","NOVI, MI",03/30/2022,08/01/2022
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"90,000","LIVONIA, MI",03/15/2019,09/05/2019
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"90,000","LIVONIA, MI",05/18/2018,06/11/2018
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"90,000","LIVONIA, MI",03/14/2018,09/01/2018
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"98,030","NOVI, MI",07/02/2021,07/12/2021
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"100,000","LIVONIA, MI",03/17/2017,03/27/2017
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"105,442","LIVONIA, MI",09/19/2019,12/19/2019
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"108,000","LIVONIA, MI",11/14/2017,12/11/2017
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"109,500","NOVI, MI",10/30/2019,11/18/2019
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"110,000","NOVI, MI",12/10/2019,03/27/2020
A123 SYSTEMS LLC,SYSTEMS ENGINEER,"115,000","LIVONIA, MI",05/21/2019,09/01/2019
A123 SYSTEMS LLC,SYSTEMS TEST ENGINEER,"79,726","LIVONIA, MI",03/22/2019,09/21/2019
A123 SYSTEMS LLC,SYSTEMS TEST ENGINEER,"90,000","LIVONIA, MI",08/10/2018,08/20/2018
A123 SYSTEMS LLC,SYSTEMS TEST ENGINEER,"100,000","LIVONIA, MI",02/16/2017,02/27/2017
A123 SYSTEMS LLC,SYSTEMS TEST ENGINEER,"105,851","LIVONIA, MI",09/28/2018,10/22/2018
A123 SYSTEMS LLC,SYSTEMS VALIDATION ENGINEER,"90,494","LIVONIA, MI",12/07/2016,12/19/2016
A123 SYSTEMS LLC,TEST DEVELOPMENT ENGINEER,"80,500","NOVI, MI",10/25/2019,11/15/2019
A123 SYSTEMS LLC,TEST DEVELOPMENT ENGINEER,"82,000","NOVI, MI",10/07/2020,02/21/2021
A123 SYSTEMS LLC,TEST ENGINEER,"88,000","LIVONIA, MI",07/10/2018,11/30/2018
A123 SYSTEMS LLC,TEST ENGINEER,"88,000","LIVONIA, MI",07/06/2018,11/30/2018
A123 SYSTEMS LLC,THERMAL ENGINEER,"80,000","LIVONIA, MI",03/15/2018,09/01/2018
A123 SYSTEMS LLC,THERMAL ENGINEER,"82,000","LIVONIA, MI",03/17/2017,09/10/2017
A123 SYSTEMS LLC,VALIDATION ENGINEER,"75,000","WALTHAM, MA",10/14/2020,12/18/2020
A123 SYSTEMS LLC,VALIDATION ENGINEER,"93,000","WALTHAM, MA",02/03/2020,05/29/2020
A123 SYSTEMS LLC,VALIDATION ENGINEER,"100,000","LIVONIA, MI",03/20/2017,04/01/2017
A123 SYSTEMS LLC,VALIDATION ENGINEER,"104,900","LIVONIA, MI",05/23/2018,06/11/2018
A123 SYSTEMS LLC,"VICE PRESIDENT, GLOBAL ADVANCED MANUFACTURING ENGINEERING","202,907","LIVONIA, MI",03/11/2016,09/10/2016
ACRO SERVICE CORPORATION,APPLICATION DESIGN ENGINEER,"77,958","CEDAR FALLS, IA",10/23/2019,10/30/2019
ACRO SERVICE CORPORATION,APPLICATION DESIGN ENGINEER,"77,958","WATERLOO, IA",10/23/2019,10/30/2019
ACRO SERVICE CORPORATION,APPLICATIONS ANALYST  DEVELOPER,"81,920","IRVING, TX",10/05/2016,10/12/2016
ACRO SERVICE CORPORATION,APPLICATIONS ANALYST  DEVELOPER,"81,920","IRVING, TX",10/04/2016,10/17/2016
ACRO SERVICE CORPORATION,APPLICATIONS ANALYST  DEVELOPER,"126,880","INDIANAPOLIS, IN",04/19/2016,05/09/2016
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"48,060","DUBUQUE, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"70,000","WATERLOO, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"70,000","WATERLOO, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"70,000","WATERLOO, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"76,000","ALBUQUERQUE, NM",03/06/2018,09/05/2018
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"106,000","ALBUQUERQUE, NM",03/29/2021,09/04/2021
ACRO SERVICE CORPORATION,BUSINESS ANALYST,"106,000","ALBUQUERQUE, NM",04/08/2021,09/04/2021
ACRO SERVICE CORPORATION,BUSINESS ANALYST II,"60,000","DETROIT, MI",03/07/2018,09/06/2018
ACRO SERVICE CORPORATION,BUSINESS ANALYST III PROJECT ANALYST,"98,000","MEMPHIS, TN",08/09/2018,11/27/2018
ACRO SERVICE CORPORATION,BUSINESS OPERATIONS ANALYST OPERATIONS I,"60,570","DUBUQUE, IA",04/08/2022,10/01/2022
ACRO SERVICE CORPORATION,BUSINESS PROCESS ANALYST,"90,944","BOISE, ID",01/15/2021,01/27/2021
ACRO SERVICE CORPORATION,CAD CAE MODELER,"70,000","SALINE, MI",12/02/2021,04/22/2022
ACRO SERVICE CORPORATION,CAD CAE MODELER,"70,000","SALINE, MI",12/02/2021,12/13/2021
ACRO SERVICE CORPORATION,CAE ENGINEER NVH,"74,000","DEARBORN, MI",03/06/2018,09/05/2018
ACRO SERVICE CORPORATION,CASTINGS DESIGNER,"62,000","CEDAR FALLS, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,CLINICAL RESEARCH PROJECT MANAGER,"142,480","WAYNE, PA",03/21/2016,09/20/2016
ACRO SERVICE CORPORATION,COMPUTER PROGRAMMER,"44,400","LIVONIA, MI",03/14/2016,09/12/2016
ACRO SERVICE CORPORATION,COMPUTER PROGRAMMER,"44,400","LIVONIA, MI",03/14/2016,09/12/2016
ACRO SERVICE CORPORATION,COMPUTER PROGRAMMER,"58,238","LIVONIA, MI",02/07/2017,08/01/2017
ACRO SERVICE CORPORATION,CONTINUOUS IMPROVEMENT ENGINEER,"67,360","WATERLOO, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,CONTINUOUS IMPROVEMENT ENGINEER,"67,360","WATERLOO, IA",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,CONTRACT ENGINEER,"67,980","SALINE, MI",08/27/2019,09/21/2019
ACRO SERVICE CORPORATION,CONTRACT ENGINEER,"67,980","SALINE, MI",06/19/2019,09/21/2019
ACRO SERVICE CORPORATION,DATA SCIENTIST,"80,000","CEDAR FALLS, IA",04/15/2020,10/01/2020
ACRO SERVICE CORPORATION,DATA WRANGLER,"71,240","MOLINE, IL",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,DATA WRANGLER,"73,000","MOLINE, IL",04/29/2021,10/01/2021
ACRO SERVICE CORPORATION,DESIGN AND RELEASE ENGINEER,"90,000","DEARBORN, MI",03/14/2017,07/28/2017
ACRO SERVICE CORPORATION,DESIGN ENGINEER-POWERTRAIN,"72,200","LIVONIA, MI",04/18/2019,06/20/2019
ACRO SERVICE CORPORATION,DESIGNER POWERTRAIN,"74,402","LIVONIA, MI",03/19/2021,07/07/2021
ACRO SERVICE CORPORATION,DESIGNER POWERTRAIN,"82,555","LIVONIA, MI",03/19/2021,07/07/2021
ACRO SERVICE CORPORATION,DESIGNER POWERTRAIN,"82,555","LIVONIA, MI",03/19/2021,07/07/2021
ACRO SERVICE CORPORATION,ELECTRICAL ENGINEER 3,"90,480","WARREN, MI",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,ENGINEER III,"82,555","WARREN, MI",04/06/2021,04/16/2021
ACRO SERVICE CORPORATION,ENGINEER PRODUCT,"60,000","EAST MOLINE, IL",03/05/2019,09/04/2019
ACRO SERVICE CORPORATION,ENGINEER PRODUCT I,"77,126","CEDAR FALLS, IA",04/13/2022,10/01/2022
ACRO SERVICE CORPORATION,ENGINEERING DESIGNER-POWERTRAINS,"78,040","LIVONIA, MI",03/09/2020,04/28/2020
ACRO SERVICE CORPORATION,ENGINEERING DESIGNER-POWERTRAINS,"78,040","LIVONIA, MI",03/09/2020,04/28/2020
ACRO SERVICE CORPORATION,FINANCIAL ANALYST,"63,620","FRANKLIN, TN",03/06/2018,09/05/2018
ACRO SERVICE CORPORATION,FINANCIAL DATA ANALYST,"66,000","FRANKLIN, TN",03/14/2017,09/13/2017
ACRO SERVICE CORPORATION,FINANCIAL DATA ANALYST,"66,310","FRANKLIN, TN",03/14/2016,09/12/2016
ACRO SERVICE CORPORATION,INDUSTRIAL ENGINEER,"93,600","MILFORD, MI",08/26/2021,09/14/2021
ACRO SERVICE CORPORATION,INDUSTRIAL ENGINEER 3,"90,000","MILFORD, MI",08/07/2019,08/12/2019
